,0
9576,1
9577,2
9578,2
9579,2
9580,1
9581,0
9582,1
9583,0
9584,0
9585,2
9586,2
9587,0
9588,2
9589,0
9590,0
9591,2
9592,2
9593,1
9594,1
9595,2
9596,1
9597,0
9598,1
9599,2
9600,2
9601,2
9602,0
9603,2
9604,1
9605,0
9606,1
9607,0
9608,2
9609,0
9610,2
9611,2
9612,1
9613,1
9614,2
9615,2
9616,1
9617,0
9618,1
9619,0
9620,0
9621,1
9622,2
9623,0
9624,0
9625,2
9626,0
9627,0
9628,0
9629,2
9630,2
9631,1
9632,0
9633,2
9634,0
9635,1
9636,0
9637,0
9638,0
9639,0
9640,0
9641,1
9642,2
9643,0
9644,0
9645,2
9646,2
9647,1
9648,2
9649,0
9650,2
9651,2
9652,2
9653,0
9654,0
9655,0
9656,0
9657,0
9658,2
9659,0
9660,0
9661,0
9662,0
9663,0
9664,2
9665,0
9666,2
9667,1
9668,1
9669,0
9670,2
9671,1
9672,0
9673,2
9674,2
9675,2
9676,2
9677,0
9678,2
9679,0
9680,0
9681,1
9682,0
9683,0
9684,2
9685,2
9686,2
9687,1
9688,0
9689,1
9690,0
9691,0
9692,1
9693,1
9694,0
9695,1
9696,1
9697,2
9698,2
9699,2
9700,1
9701,0
9702,0
9703,2
9704,1
9705,2
9706,2
9707,0
9708,0
9709,2
9710,2
9711,0
9712,1
9713,1
9714,1
9715,2
9716,2
9717,2
9718,1
9719,0
9720,2
9721,2
9722,1
9723,2
9724,0
9725,2
9726,2
9727,1
9728,2
9729,0
9730,0
9731,0
9732,0
9733,1
9734,0
9735,1
9736,2
9737,1
9738,1
9739,2
9740,2
9741,0
9742,0
9743,0
9744,2
9745,2
9746,2
9747,0
9748,2
9749,2
9750,2
9751,0
9752,1
9753,2
9754,2
9755,2
9756,2
9757,2
9758,1
9759,2
9760,0
9761,0
9762,2
9763,2
9764,0
9765,1
9766,2
9767,1
9768,0
9769,2
9770,2
9771,0
9772,1
9773,0
9774,1
9775,2
9776,1
9777,1
9778,0
9779,0
9780,0
9781,0
9782,2
9783,1
9784,1
9785,0
9786,0
9787,2
9788,2
9789,0
9790,2
9791,1
9792,2
9793,1
9794,2
9795,2
9796,0
9797,2
9798,0
9799,1
9800,1
9801,2
9802,0
9803,1
9804,0
9805,1
9806,0
9807,0
9808,1
9809,1
9810,2
9811,1
9812,2
9813,1
9814,0
9815,2
9816,2
9817,1
9818,0
9819,1
9820,1
9821,0
9822,2
9823,2
9824,1
9825,2
9826,2
9827,0
9828,2
9829,2
9830,2
9831,2
9832,2
9833,2
9834,2
9835,0
9836,2
9837,0
9838,0
9839,2
9840,0
9841,1
9842,2
9843,1
9844,0
9845,1
9846,2
9847,2
9848,0
9849,2
9850,1
9851,0
9852,1
9853,1
9854,0
9855,2
9856,0
9857,1
9858,2
9859,1
9860,1
9861,1
9862,2
9863,2
9864,1
9865,1
9866,2
9867,2
9868,0
9869,0
9870,1
9871,0
9872,1
9873,2
9874,2
9875,1
9876,0
9877,0
9878,0
9879,0
9880,2
9881,2
9882,0
9883,2
9884,1
9885,0
9886,0
9887,0
9888,0
9889,1
9890,1
9891,0
9892,1
9893,0
9894,0
9895,0
9896,0
9897,2
9898,1
9899,2
9900,2
9901,1
9902,2
9903,0
9904,1
9905,2
9906,0
9907,0
9908,0
9909,1
9910,0
9911,1
9912,0
9913,2
9914,2
9915,2
9916,2
9917,2
9918,2
9919,0
9920,2
9921,0
9922,0
9923,1
9924,0
9925,2
9926,0
9927,2
9928,2
9929,0
9930,2
9931,2
9932,1
9933,1
9934,2
9935,1
9936,0
9937,1
9938,1
9939,2
9940,1
9941,1
9942,1
9943,1
9944,0
9945,0
9946,1
9947,2
9948,0
9949,0
9950,0
9951,1
9952,0
9953,1
9954,1
9955,0
9956,2
9957,2
9958,2
9959,1
9960,2
9961,2
9962,0
9963,1
9964,1
9965,0
9966,1
9967,1
9968,1
9969,1
9970,1
9971,2
9972,2
9973,1
9974,2
9975,2
9976,2
9977,1
9978,0
9979,0
9980,0
9981,0
9982,1
9983,2
9984,2
9985,2
9986,0
9987,2
9988,2
9989,2
9990,0
9991,2
9992,2
9993,2
9994,2
9995,0
9996,0
9997,0
9998,2
9999,2
10000,0
10001,1
10002,0
10003,2
10004,2
10005,0
10006,0
10007,0
10008,2
10009,1
10010,0
10011,2
10012,2
10013,2
10014,1
10015,2
10016,1
10017,2
10018,0
10019,1
10020,0
10021,0
10022,0
10023,2
10024,0
10025,2
10026,0
10027,1
10028,0
10029,0
10030,1
10031,2
10032,2
10033,1
10034,2
10035,0
10036,0
10037,0
10038,1
10039,1
10040,2
10041,2
10042,1
10043,1
10044,1
10045,2
10046,2
10047,1
10048,0
10049,2
10050,2
10051,2
10052,2
10053,1
10054,1
10055,1
10056,1
10057,2
10058,2
10059,1
10060,0
10061,0
10062,1
10063,0
10064,1
10065,0
10066,2
10067,0
10068,2
10069,2
10070,0
10071,1
10072,0
10073,1
10074,0
10075,2
10076,1
10077,1
10078,0
10079,0
10080,1
10081,2
10082,2
10083,1
10084,0
10085,2
10086,2
10087,0
10088,0
10089,0
10090,0
10091,2
10092,2
10093,2
10094,0
10095,0
10096,2
10097,0
10098,1
10099,0
10100,0
10101,2
10102,1
10103,0
10104,2
10105,2
10106,2
10107,0
10108,0
10109,1
10110,2
10111,0
10112,0
10113,1
10114,1
10115,1
10116,2
10117,2
10118,0
10119,0
10120,1
10121,0
10122,2
10123,0
10124,1
10125,2
10126,0
10127,1
10128,0
10129,0
10130,0
10131,0
10132,1
10133,1
10134,2
10135,1
10136,0
10137,0
10138,1
10139,2
10140,0
10141,0
10142,2
10143,2
10144,0
10145,0
10146,2
10147,0
10148,0
10149,0
10150,1
10151,2
10152,0
10153,1
10154,1
10155,0
10156,2
10157,0
10158,2
10159,1
10160,0
10161,2
10162,0
10163,2
10164,1
10165,2
10166,2
10167,1
10168,0
10169,1
10170,1
10171,0
10172,2
10173,0
10174,2
10175,2
10176,0
10177,0
10178,2
10179,0
10180,0
10181,2
10182,2
10183,0
10184,0
10185,2
10186,0
10187,2
10188,1
10189,2
10190,1
10191,0
10192,0
10193,0
10194,0
10195,0
10196,2
10197,0
10198,0
10199,1
10200,2
10201,1
10202,0
10203,0
10204,0
10205,1
10206,2
10207,2
10208,1
10209,2
10210,0
10211,1
10212,0
10213,2
10214,0
10215,2
10216,0
10217,0
10218,0
10219,0
10220,1
10221,1
10222,1
10223,2
10224,0
10225,2
10226,0
10227,2
10228,1
10229,1
10230,2
10231,2
10232,0
10233,2
10234,0
10235,1
10236,2
10237,0
10238,0
10239,2
10240,0
10241,0
10242,1
10243,1
10244,2
10245,2
10246,1
10247,0
10248,2
10249,0
10250,0
10251,0
10252,2
10253,1
10254,0
10255,0
10256,1
10257,0
10258,2
10259,2
10260,0
10261,0
10262,0
10263,0
10264,0
10265,1
10266,0
10267,0
10268,2
10269,2
10270,2
10271,1
10272,0
10273,1
10274,0
10275,1
10276,2
10277,2
10278,2
10279,1
10280,2
10281,0
10282,2
10283,0
10284,1
10285,1
10286,2
10287,1
10288,1
10289,0
10290,1
10291,0
10292,2
10293,2
10294,2
10295,2
10296,2
10297,0
10298,2
10299,2
10300,1
10301,0
10302,0
10303,0
10304,0
10305,0
10306,2
10307,1
10308,1
10309,2
10310,1
10311,2
10312,0
10313,2
10314,1
10315,2
10316,1
10317,2
10318,2
10319,0
10320,0
10321,2
10322,0
10323,1
10324,2
10325,1
10326,0
10327,1
10328,0
10329,1
10330,2
10331,1
10332,2
10333,2
10334,2
10335,2
10336,0
10337,2
10338,0
10339,2
10340,2
10341,0
10342,2
10343,2
10344,0
10345,2
10346,1
10347,0
10348,2
10349,2
10350,0
10351,2
10352,2
10353,2
10354,0
10355,1
10356,1
10357,2
10358,0
10359,1
10360,2
10361,0
10362,1
10363,2
10364,2
10365,1
10366,2
10367,0
10368,2
10369,1
10370,0
10371,1
10372,2
10373,1
10374,2
10375,1
10376,2
10377,2
10378,2
10379,1
10380,1
10381,2
10382,0
10383,0
10384,2
10385,0
10386,2
10387,0
10388,0
10389,0
10390,2
10391,1
10392,2
10393,0
10394,0
10395,1
10396,1
10397,0
10398,0
10399,0
10400,1
10401,1
10402,1
10403,1
10404,0
10405,1
10406,2
10407,0
10408,2
10409,2
10410,1
10411,0
10412,0
10413,0
10414,2
10415,2
10416,2
10417,2
10418,2
10419,2
10420,0
10421,1
10422,0
10423,0
10424,1
10425,1
10426,0
10427,2
10428,2
10429,1
10430,0
10431,2
10432,0
10433,2
10434,1
10435,1
10436,2
10437,0
10438,2
10439,0
10440,0
10441,2
10442,2
10443,0
10444,0
10445,2
10446,2
10447,2
10448,2
10449,2
10450,2
10451,0
10452,0
10453,1
10454,0
10455,1
10456,2
10457,1
10458,0
10459,0
10460,2
10461,1
10462,1
10463,0
10464,2
10465,0
10466,1
10467,1
10468,1
10469,1
10470,0
10471,2
10472,1
10473,2
10474,1
10475,2
10476,0
10477,1
10478,2
10479,1
10480,0
10481,1
10482,2
10483,2
10484,2
10485,0
10486,0
10487,0
10488,2
10489,2
10490,2
10491,2
10492,0
10493,1
10494,2
10495,0
10496,0
10497,2
10498,1
10499,2
10500,1
10501,1
10502,2
10503,2
10504,1
10505,1
10506,2
10507,0
10508,1
10509,1
10510,0
10511,0
10512,2
10513,0
10514,2
10515,0
10516,1
10517,1
10518,0
10519,0
10520,0
10521,2
10522,0
10523,0
10524,0
10525,1
10526,2
10527,2
10528,0
10529,0
10530,2
10531,2
10532,0
10533,0
10534,2
10535,1
10536,0
10537,2
10538,2
10539,1
10540,0
10541,2
10542,1
10543,2
10544,2
10545,1
10546,0
10547,2
10548,0
10549,0
10550,1
10551,2
10552,2
10553,0
10554,2
10555,1
10556,1
10557,0
10558,2
10559,0
10560,0
10561,2
10562,0
10563,0
10564,1
10565,1
10566,0
10567,0
10568,0
10569,0
10570,0
10571,0
10572,2
10573,1
10574,2
10575,1
10576,2
10577,2
10578,0
10579,0
10580,0
10581,0
10582,0
10583,0
10584,0
10585,2
10586,2
10587,0
10588,0
10589,1
10590,2
10591,1
10592,1
10593,2
10594,0
10595,2
10596,1
10597,0
10598,2
10599,2
10600,2
10601,1
10602,0
10603,0
10604,2
10605,2
10606,2
10607,0
10608,2
10609,2
10610,1
10611,2
10612,0
10613,2
10614,1
10615,1
10616,1
10617,1
10618,0
10619,0
10620,1
10621,1
10622,2
10623,1
10624,0
10625,0
10626,0
10627,1
10628,0
10629,0
10630,0
10631,2
10632,1
10633,2
10634,0
10635,2
10636,2
10637,2
10638,0
10639,1
10640,1
10641,0
10642,0
10643,0
10644,0
10645,2
10646,1
10647,2
10648,0
10649,0
10650,1
10651,1
10652,2
10653,1
10654,2
10655,2
10656,0
10657,2
10658,0
10659,0
10660,1
10661,0
10662,1
10663,0
10664,0
10665,0
10666,0
10667,2
10668,2
10669,2
10670,2
10671,0
10672,0
10673,0
10674,0
10675,0
10676,0
10677,2
10678,0
10679,1
10680,1
10681,2
10682,2
10683,2
10684,2
10685,2
10686,2
10687,1
10688,2
10689,2
10690,2
10691,2
10692,0
10693,1
10694,2
10695,2
10696,1
10697,1
10698,0
10699,1
10700,2
10701,0
10702,0
10703,2
10704,2
10705,0
10706,1
10707,1
10708,1
10709,2
10710,2
10711,2
10712,2
10713,0
10714,0
10715,1
10716,0
10717,1
10718,2
10719,1
10720,1
10721,2
10722,1
10723,1
10724,2
10725,2
10726,2
10727,2
10728,2
10729,1
10730,0
10731,0
10732,2
10733,0
10734,2
10735,2
10736,2
10737,1
10738,0
10739,2
10740,0
10741,2
10742,2
10743,1
10744,1
10745,0
10746,1
10747,0
10748,1
10749,1
10750,1
10751,1
10752,2
10753,0
10754,1
10755,0
10756,0
10757,0
10758,1
10759,2
10760,2
10761,0
10762,0
10763,2
10764,1
10765,2
10766,0
10767,0
10768,0
10769,1
10770,0
10771,0
10772,0
10773,0
10774,2
10775,1
10776,0
10777,2
10778,0
10779,2
10780,2
10781,0
10782,2
10783,0
10784,2
10785,0
10786,2
10787,2
10788,0
10789,0
10790,2
10791,2
10792,2
10793,0
10794,2
10795,2
10796,0
10797,2
10798,1
10799,2
10800,2
10801,2
10802,1
10803,2
10804,2
10805,0
10806,2
10807,1
10808,0
10809,1
10810,1
10811,0
10812,1
10813,2
10814,2
10815,2
10816,2
10817,1
10818,1
10819,0
10820,1
10821,0
10822,1
10823,0
10824,0
10825,0
10826,0
10827,2
10828,0
10829,1
10830,2
10831,1
10832,1
10833,2
10834,0
10835,1
10836,2
10837,0
10838,2
10839,0
10840,1
10841,1
10842,2
10843,0
10844,1
10845,1
10846,0
10847,1
10848,1
10849,1
10850,0
10851,0
10852,0
10853,0
10854,2
10855,1
10856,0
10857,0
10858,2
10859,0
10860,2
10861,0
10862,1
10863,0
10864,0
10865,2
10866,2
10867,1
10868,0
10869,1
10870,1
10871,0
10872,0
10873,2
10874,0
10875,0
10876,2
10877,2
10878,1
10879,0
10880,1
10881,2
10882,1
10883,0
10884,0
10885,2
10886,1
10887,2
10888,2
10889,0
10890,1
10891,2
10892,1
10893,2
10894,2
10895,0
10896,0
10897,2
10898,2
10899,2
10900,0
10901,0
10902,0
10903,0
10904,1
10905,1
10906,1
10907,1
10908,0
10909,0
10910,0
10911,2
10912,0
10913,0
10914,2
10915,2
10916,0
10917,1
10918,0
10919,1
10920,2
10921,1
10922,2
10923,1
10924,2
10925,2
10926,1
10927,2
10928,0
10929,0
10930,2
10931,1
10932,0
10933,2
10934,2
10935,1
10936,2
10937,2
10938,0
10939,1
10940,2
10941,0
10942,0
10943,2
10944,0
10945,0
10946,2
10947,2
10948,0
10949,0
10950,2
10951,1
10952,0
10953,0
10954,0
10955,1
10956,2
10957,1
10958,0
10959,1
10960,1
10961,2
10962,2
10963,0
10964,2
10965,2
10966,2
10967,0
10968,0
10969,1
10970,2
10971,1
10972,1
10973,2
10974,1
10975,0
10976,0
10977,1
10978,2
10979,1
10980,1
10981,0
10982,2
10983,2
10984,1
10985,2
10986,2
10987,2
10988,1
10989,0
10990,0
10991,2
10992,0
10993,2
10994,0
10995,2
10996,1
10997,0
10998,0
10999,2
11000,2
11001,0
11002,2
11003,2
11004,0
11005,1
11006,1
11007,1
11008,0
11009,2
11010,0
11011,0
11012,0
11013,0
11014,0
11015,1
11016,1
11017,0
11018,2
11019,1
11020,2
11021,0
11022,0
11023,2
11024,0
11025,1
11026,1
11027,1
11028,1
11029,1
11030,2
11031,2
11032,2
11033,2
11034,0
11035,0
11036,2
11037,0
11038,2
11039,2
11040,0
11041,2
11042,0
11043,0
11044,1
11045,1
11046,2
11047,1
11048,2
11049,2
11050,0
11051,1
11052,0
11053,2
11054,2
11055,2
11056,0
11057,0
11058,2
11059,0
11060,0
11061,1
11062,2
11063,1
11064,1
11065,2
11066,0
11067,2
11068,0
11069,0
11070,1
11071,0
11072,0
11073,0
11074,1
11075,2
11076,0
11077,0
11078,2
11079,1
11080,2
11081,2
11082,1
11083,2
11084,1
11085,1
11086,0
11087,1
11088,2
11089,2
11090,2
11091,0
11092,1
11093,2
11094,1
11095,1
11096,1
11097,2
11098,2
11099,2
11100,2
11101,2
11102,2
11103,2
11104,2
11105,1
11106,2
11107,0
11108,1
11109,2
11110,0
11111,1
11112,2
11113,2
11114,2
11115,0
11116,0
11117,1
11118,0
11119,1
11120,1
11121,0
11122,2
11123,0
11124,0
11125,2
11126,0
11127,1
11128,2
11129,0
11130,0
11131,2
11132,1
11133,2
11134,0
11135,2
11136,0
11137,0
11138,1
11139,0
11140,0
11141,0
11142,2
11143,2
11144,0
11145,0
11146,2
11147,0
11148,2
11149,0
11150,1
11151,0
11152,2
11153,0
11154,2
11155,1
11156,0
11157,2
11158,0
11159,0
11160,1
11161,2
11162,2
11163,2
11164,2
11165,2
11166,1
11167,1
11168,2
11169,0
11170,0
11171,2
11172,2
11173,2
11174,0
11175,2
11176,2
11177,2
11178,1
11179,2
11180,2
11181,1
11182,0
11183,0
11184,0
11185,0
11186,0
11187,1
11188,0
11189,0
11190,2
11191,1
11192,2
11193,0
11194,0
11195,1
11196,2
11197,2
11198,0
11199,1
11200,2
11201,0
11202,2
11203,2
11204,0
11205,0
11206,0
11207,1
11208,2
11209,0
11210,0
11211,2
11212,1
11213,0
11214,0
11215,2
11216,2
11217,2
11218,1
11219,2
11220,0
11221,2
11222,0
11223,2
11224,0
11225,2
11226,2
11227,0
11228,0
11229,1
11230,0
11231,2
11232,1
11233,2
11234,1
11235,0
11236,2
11237,0
11238,1
11239,2
11240,1
11241,0
11242,1
11243,2
11244,0
11245,2
11246,0
11247,0
11248,2
11249,2
11250,0
11251,1
11252,0
11253,0
11254,1
11255,2
11256,0
11257,1
11258,0
11259,0
11260,2
11261,0
11262,1
11263,2
11264,1
11265,0
11266,2
11267,2
11268,0
11269,2
11270,0
11271,2
11272,0
11273,1
11274,2
11275,2
11276,2
11277,2
11278,1
11279,1
11280,0
11281,1
11282,2
11283,0
11284,0
11285,2
11286,1
11287,0
11288,2
11289,0
11290,0
11291,2
11292,0
11293,1
11294,0
11295,1
11296,1
11297,0
11298,2
11299,1
11300,2
11301,1
11302,2
11303,1
11304,2
11305,0
11306,2
11307,1
11308,0
11309,0
11310,0
11311,2
11312,2
11313,0
11314,1
11315,0
11316,1
11317,1
11318,1
11319,2
11320,0
11321,0
11322,2
11323,1
11324,2
11325,0
11326,1
11327,0
11328,2
11329,0
11330,2
11331,2
11332,1
11333,0
11334,2
11335,0
11336,2
11337,2
11338,2
11339,2
11340,2
11341,0
11342,2
11343,1
11344,0
11345,0
11346,0
11347,2
11348,1
11349,2
11350,1
11351,1
11352,2
11353,2
11354,2
11355,0
11356,2
11357,2
11358,2
11359,2
11360,0
11361,0
11362,2
11363,1
11364,2
11365,0
11366,2
11367,0
11368,2
11369,1
11370,0
11371,0
11372,1
11373,2
11374,2
11375,2
11376,0
11377,1
11378,1
11379,0
11380,1
11381,0
11382,0
11383,0
11384,0
11385,2
11386,0
11387,0
11388,0
11389,0
11390,2
11391,0
11392,2
11393,2
11394,1
11395,0
11396,0
11397,0
11398,2
11399,0
11400,1
11401,0
11402,2
11403,0
11404,0
11405,2
11406,0
11407,1
11408,2
11409,0
11410,0
11411,2
11412,0
11413,1
11414,2
11415,0
11416,1
11417,2
11418,0
11419,1
11420,2
11421,2
11422,1
11423,1
11424,1
11425,0
11426,1
11427,1
11428,1
11429,2
11430,1
11431,1
11432,1
11433,0
11434,0
11435,2
11436,1
11437,0
11438,1
11439,0
11440,1
11441,0
11442,0
11443,1
11444,2
11445,1
11446,1
11447,0
11448,0
11449,1
11450,1
11451,0
11452,1
11453,0
11454,2
11455,0
11456,0
11457,0
11458,2
11459,0
11460,2
11461,1
11462,2
11463,1
11464,0
11465,2
11466,0
11467,1
11468,0
11469,2
11470,1
11471,0
11472,0
11473,2
11474,2
11475,0
11476,2
11477,1
11478,2
11479,1
11480,0
11481,1
11482,0
11483,2
11484,2
11485,0
11486,1
11487,2
11488,0
11489,2
11490,1
11491,0
11492,2
11493,2
11494,2
11495,0
11496,0
11497,2
11498,0
11499,1
11500,2
11501,2
11502,1
11503,1
11504,0
11505,1
11506,0
11507,2
11508,1
11509,0
11510,2
11511,0
11512,1
11513,2
11514,2
11515,0
11516,1
11517,0
11518,2
11519,0
11520,2
11521,1
11522,1
11523,0
11524,1
11525,0
11526,0
11527,0
11528,2
11529,1
11530,1
11531,1
11532,1
11533,2
11534,0
11535,2
11536,2
11537,0
11538,2
11539,2
11540,0
11541,0
11542,2
11543,2
11544,1
11545,0
11546,1
11547,2
11548,2
11549,0
11550,0
11551,2
11552,2
11553,1
11554,0
11555,0
11556,1
11557,2
11558,0
11559,0
11560,0
11561,1
11562,1
11563,2
11564,2
11565,0
11566,0
11567,0
11568,2
11569,1
11570,0
11571,0
11572,0
11573,0
11574,1
11575,0
11576,1
11577,0
11578,2
11579,0
11580,0
11581,1
11582,0
11583,0
11584,1
11585,2
11586,0
11587,2
11588,0
11589,0
11590,2
11591,1
11592,0
11593,0
11594,0
11595,0
11596,0
11597,0
11598,2
11599,0
11600,0
11601,1
11602,0
11603,2
11604,1
11605,0
11606,2
11607,0
11608,0
11609,2
11610,0
11611,1
11612,0
11613,1
11614,1
11615,0
11616,1
11617,0
11618,2
11619,0
11620,1
11621,1
11622,0
11623,0
11624,2
11625,0
11626,2
11627,2
11628,0
11629,2
11630,0
11631,0
11632,2
11633,1
11634,0
11635,0
11636,1
11637,2
11638,1
11639,1
11640,2
11641,1
11642,2
11643,2
11644,0
11645,2
11646,2
11647,1
11648,2
11649,1
11650,1
11651,0
11652,2
11653,0
11654,2
11655,0
11656,2
11657,0
11658,0
11659,0
11660,1
11661,2
11662,1
11663,0
11664,1
11665,1
11666,2
11667,0
11668,2
11669,1
11670,0
11671,0
11672,2
11673,1
11674,1
11675,0
11676,2
11677,2
11678,2
11679,2
11680,1
11681,0
11682,2
11683,0
11684,2
11685,0
11686,0
11687,0
11688,0
11689,0
11690,0
11691,1
11692,1
11693,0
11694,2
11695,2
11696,2
11697,0
11698,0
11699,0
11700,2
11701,0
11702,0
11703,1
11704,1
11705,0
11706,1
11707,2
11708,2
11709,0
11710,2
11711,0
11712,1
11713,2
11714,0
11715,2
11716,2
11717,1
11718,0
11719,2
11720,2
11721,0
11722,0
11723,0
11724,2
11725,0
11726,1
11727,2
11728,2
11729,1
11730,0
11731,1
11732,2
11733,1
11734,1
11735,2
11736,2
11737,0
11738,0
11739,0
11740,1
11741,1
11742,1
11743,1
11744,0
11745,2
11746,1
11747,1
11748,2
11749,2
11750,1
11751,0
11752,2
11753,0
11754,2
11755,2
11756,2
11757,2
11758,1
11759,2
11760,0
11761,0
11762,2
11763,0
11764,2
11765,2
11766,0
11767,2
11768,2
11769,0
11770,0
11771,2
11772,2
11773,0
11774,0
11775,2
11776,0
11777,2
11778,2
11779,0
11780,0
11781,0
11782,1
11783,2
11784,1
11785,0
11786,0
11787,1
11788,1
11789,0
11790,2
11791,0
11792,0
11793,2
11794,2
11795,0
11796,0
11797,1
11798,0
11799,0
11800,2
11801,2
11802,2
11803,2
11804,2
11805,0
11806,2
11807,2
11808,0
11809,1
11810,1
11811,2
11812,1
11813,1
11814,0
11815,2
11816,2
11817,0
11818,0
11819,2
11820,0
11821,2
11822,1
11823,0
11824,1
11825,1
11826,2
11827,2
11828,2
11829,0
11830,0
11831,1
11832,0
11833,2
11834,1
11835,1
11836,0
11837,1
11838,2
11839,1
11840,2
11841,0
11842,2
11843,1
11844,0
11845,1
11846,2
11847,0
11848,2
11849,2
11850,2
11851,0
11852,1
11853,2
11854,2
11855,2
11856,0
11857,2
11858,0
11859,2
11860,2
11861,1
11862,0
11863,1
11864,0
11865,2
11866,1
11867,2
11868,1
11869,0
11870,0
11871,1
11872,1
11873,0
11874,1
11875,2
11876,1
11877,0
11878,0
11879,1
11880,0
11881,1
11882,0
11883,2
11884,2
11885,1
11886,1
11887,2
11888,1
11889,0
11890,1
11891,1
11892,1
11893,0
11894,2
11895,1
11896,0
11897,1
11898,2
11899,0
11900,2
11901,2
11902,1
11903,2
11904,0
11905,2
11906,0
11907,0
11908,0
11909,0
11910,1
11911,1
11912,2
11913,0
11914,2
11915,0
11916,2
11917,0
11918,0
11919,2
11920,2
11921,2
11922,0
11923,2
11924,1
11925,1
11926,2
11927,0
11928,0
11929,1
11930,0
11931,2
11932,2
11933,0
11934,0
11935,2
11936,1
11937,0
11938,0
11939,2
11940,0
11941,0
11942,2
11943,0
11944,0
11945,2
11946,0
11947,0
11948,1
11949,2
11950,1
11951,1
11952,0
11953,2
11954,2
11955,1
11956,2
11957,1
11958,0
11959,0
11960,0
11961,0
11962,0
11963,1
11964,0
11965,2
11966,2
11967,0
11968,2
11969,0
11970,1
11971,2
11972,0
11973,1
11974,0
11975,2
11976,1
11977,2
11978,1
11979,0
11980,0
11981,0
11982,1
11983,2
11984,0
11985,0
11986,0
11987,2
11988,1
11989,0
11990,2
11991,1
11992,1
11993,0
11994,2
11995,0
11996,1
11997,0
11998,0
11999,1
12000,0
12001,0
12002,2
12003,1
12004,0
12005,1
12006,2
12007,0
12008,0
12009,0
12010,0
12011,2
12012,0
12013,2
12014,2
12015,0
12016,0
12017,1
12018,1
12019,1
12020,1
12021,0
12022,2
12023,1
12024,1
12025,1
12026,1
12027,0
12028,2
12029,2
12030,0
12031,1
12032,0
12033,2
12034,1
12035,1
12036,0
12037,0
12038,2
12039,2
12040,2
12041,2
12042,0
12043,1
12044,1
12045,2
12046,2
12047,2
12048,2
12049,2
12050,0
12051,2
12052,2
12053,1
12054,2
12055,2
12056,2
12057,1
12058,0
12059,0
12060,1
12061,0
12062,2
12063,1
12064,2
12065,0
12066,2
12067,1
12068,2
12069,0
12070,2
12071,0
12072,2
12073,0
12074,1
12075,2
12076,0
12077,0
12078,1
12079,2
12080,2
12081,0
12082,0
12083,1
12084,1
12085,2
12086,1
12087,0
12088,2
12089,1
12090,2
12091,0
12092,1
12093,0
12094,0
12095,0
12096,0
12097,1
12098,2
12099,2
12100,2
12101,0
12102,1
12103,2
12104,0
12105,2
12106,2
12107,0
12108,1
12109,0
12110,0
12111,2
12112,0
12113,2
12114,1
12115,1
12116,0
12117,2
12118,2
12119,1
12120,2
12121,1
12122,0
12123,0
12124,0
12125,2
12126,2
12127,0
12128,2
12129,0
12130,2
12131,2
12132,1
12133,1
12134,0
12135,0
12136,0
12137,1
12138,2
12139,2
12140,0
12141,0
12142,0
12143,0
12144,1
12145,0
12146,0
12147,1
12148,1
12149,2
12150,2
12151,2
12152,0
12153,0
12154,0
12155,1
12156,2
12157,0
12158,0
12159,2
12160,2
12161,0
12162,2
12163,1
12164,2
12165,1
12166,0
12167,2
12168,0
12169,0
12170,0
12171,1
12172,0
12173,2
12174,0
12175,2
12176,2
12177,0
12178,0
12179,0
12180,0
12181,0
12182,1
12183,1
12184,2
12185,0
12186,0
12187,2
12188,2
12189,0
12190,0
12191,2
12192,1
12193,2
12194,1
12195,2
12196,0
12197,1
12198,0
12199,2
12200,2
12201,1
12202,2
12203,1
12204,1
12205,0
12206,2
12207,0
12208,1
12209,0
12210,0
12211,2
12212,0
12213,1
12214,2
12215,1
12216,0
12217,0
12218,1
12219,0
12220,2
12221,1
12222,0
12223,2
12224,1
12225,0
12226,0
12227,2
12228,2
12229,2
12230,1
12231,0
12232,2
12233,0
12234,2
12235,2
12236,2
12237,1
12238,2
12239,2
12240,0
12241,0
12242,1
12243,2
12244,1
12245,1
12246,2
12247,2
12248,2
12249,1
12250,0
12251,0
12252,2
12253,2
12254,0
12255,0
12256,0
12257,0
12258,0
12259,1
12260,2
12261,2
12262,0
12263,0
12264,0
12265,0
12266,0
12267,2
12268,2
12269,2
12270,0
12271,2
12272,0
12273,0
12274,0
12275,0
12276,2
12277,2
12278,0
12279,2
12280,0
12281,2
12282,1
12283,2
12284,0
12285,1
12286,0
12287,0
12288,1
12289,1
12290,0
12291,0
12292,0
12293,0
12294,1
12295,0
12296,0
12297,2
12298,0
12299,0
12300,2
12301,0
12302,0
12303,0
12304,2
12305,0
12306,2
12307,2
12308,2
12309,0
12310,0
12311,2
12312,0
12313,0
12314,0
12315,2
12316,1
12317,1
12318,0
12319,0
12320,2
12321,0
12322,2
12323,2
12324,2
12325,1
12326,2
12327,1
12328,2
12329,0
12330,2
12331,1
12332,1
12333,0
12334,0
12335,2
12336,0
12337,1
12338,0
12339,0
12340,2
12341,1
12342,1
12343,1
12344,1
12345,2
12346,2
12347,0
12348,0
12349,1
12350,0
12351,1
12352,2
12353,2
12354,0
12355,1
12356,1
12357,1
12358,2
12359,0
12360,2
12361,2
12362,2
12363,0
12364,1
12365,0
12366,0
12367,0
12368,0
12369,0
12370,2
12371,0
12372,2
12373,2
12374,1
